@relation 'UC-Irvine_Data-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,5-weka.filters.supervised.instance.SpreadSubsample-M60.0-X0.0-S1'

@attribute 'Adamic Adar' numeric
@attribute 'Association Strength' numeric
@attribute 'Common Neighbors' numeric
@attribute Jaccard numeric
@attribute 'Min Overlap' numeric
@attribute NMeasure numeric
@attribute 'Resource Allocation' numeric
@attribute 'Rooted PageRank' numeric
@attribute Labels {'Not Form',Form}

@data
0.221687,0.083333,1,0.142857,0.5,0.223607,0.010989,0.001594,'Not Form'
0.678726,0.001399,3,0.017143,0.230769,0.025634,0.040515,0.005624,'Not Form'
0.261189,0.029412,1,0.055556,0.5,0.082619,0.021739,0.004729,'Not Form'
0.199842,0.003968,1,0.02381,0.142857,0.038561,0.006711,0.002644,'Not Form'
0.185718,0.142857,1,0.142857,1,0.2,0.004587,0.002771,'Not Form'
0.19585,0.002174,1,0.02381,0.05,0.046399,0.006061,0.00113,'Not Form'
0.226926,0.001835,1,0.00885,0.2,0.012961,0.012195,0.005044,'Not Form'
0.339623,0.002506,1,0.025641,0.052632,0.049938,0.052632,0.002726,'Not Form'
0.185718,0.015152,1,0.041667,0.333333,0.063693,0.004587,0.002974,'Not Form'
0.222785,0.003106,1,0.027778,0.071429,0.052523,0.011236,0.001939,'Not Form'
0.920853,0.00823,4,0.067797,0.444444,0.103331,0.052816,0.003775,'Not Form'
1.248759,0.003564,5,0.063291,0.217391,0.108465,0.093711,0.003288,'Not Form'
0.328459,0.003049,1,0.006061,0.5,0.008623,0.047619,0.046865,'Not Form'
0.180464,0.018519,1,0.071429,0.166667,0.130744,0.003922,0.000545,'Not Form'
0.378923,0.25,1,0.25,1,0.342997,0.071429,0.027503,'Not Form'
0.230213,0.00303,1,0.027778,0.066667,0.053112,0.012987,0.001767,'Not Form'
0.506969,0.003478,2,0.043478,0.086957,0.083261,0.041967,0.002,'Not Form'
0.378923,0.5,1,0.5,1,0.632456,0.071429,0.040163,'Not Form'
0.180464,0.002564,1,0.025,0.066667,0.047114,0.003922,0.001607,'Not Form'
0.457508,0.001489,2,0.021277,0.117647,0.035002,0.027874,0.002598,'Not Form'
0.244239,0.006803,1,0.037037,0.142857,0.063888,0.016667,0.001626,'Not Form'
1.579599,0.002224,6,0.03871,0.315789,0.059228,0.138506,0.006017,'Not Form'
0.475556,0.017857,2,0.066667,0.5,0.1,0.036012,0.00269,'Not Form'
0.211533,0.03125,1,0.03125,1,0.044173,0.00885,0.006998,'Not Form'
0.930389,0.006061,4,0.081633,0.2,0.146598,0.062334,0.002349,'Not Form'
0.185718,0.035714,1,0.1,0.25,0.175412,0.004587,0.001024,'Not Form'
0.247338,0.041667,1,0.076923,0.5,0.116248,0.017544,0.003337,'Not Form'
0.452501,0.002286,2,0.011236,0.4,0.016156,0.024797,0.007483,'Not Form'
0.20677,0.011364,1,0.055556,0.125,0.103975,0.007937,0.001411,'Not Form'
0.554988,0.003527,2,0.043478,0.095238,0.08269,0.071254,0.001966,'Not Form'
0.429988,0.008889,2,0.0625,0.222222,0.106449,0.019542,0.001618,'Not Form'
2.385872,0.001405,9,0.04918,0.209302,0.082073,0.217632,0.006706,'Not Form'
0.193194,0.015873,1,0.066667,0.142857,0.124035,0.00565,0.000914,'Not Form'
0.366183,0.016667,2,0.0625,0.5,0.093454,0.008509,0.002189,'Not Form'
1.691153,0.003922,6,0.08,0.2,0.143407,0.187054,0.003996,'Not Form'
0.281266,0.001147,1,0.004525,0.25,0.006486,0.028571,0.006966,'Not Form'
0.187017,0.071429,1,0.071429,1,0.100759,0.004762,0.001886,'Not Form'
0.180464,0.033333,1,0.1,0.2,0.181071,0.003922,0.000651,'Not Form'
0.228862,0.000972,1,0.014493,0.047619,0.026528,0.012658,0.002031,'Not Form'
0.20677,0.000922,1,0.006211,0.142857,0.009115,0.007937,0.009226,'Not Form'
1.882251,0.00526,8,0.114286,0.205128,0.205128,0.117911,0.003205,'Not Form'
0.236177,0.003205,1,0.027778,0.076923,0.051813,0.014493,0.001766,'Not Form'
0.180464,0.017857,1,0.058824,0.25,0.097129,0.003922,0.001395,'Not Form'
0.228862,0.020833,1,0.055556,0.333333,0.086874,0.012658,0.008262,'Not Form'
0.243257,0.007576,1,0.037037,0.166667,0.062017,0.016393,0.001608,'Not Form'
0.90483,0.006689,4,0.088889,0.173913,0.16296,0.051079,0.001838,'Not Form'
0.624399,0.001351,3,0.029703,0.1,0.053133,0.02499,0.003721,'Not Form'
0.801368,0.002532,2,0.022989,0.2,0.035519,0.18306,0.005846,'Not Form'
0.187017,0.0625,1,0.142857,0.25,0.25,0.004762,0.000816,'Not Form'
0.242299,0.000607,1,0.011494,0.037037,0.0212,0.016129,0.002501,'Not Form'
0.213158,0.011494,1,0.032258,0.333333,0.048507,0.009174,0.002287,'Not Form'
0.223347,0.015873,1,0.066667,0.142857,0.124035,0.011364,0.001241,'Not Form'
0.215762,0.047619,1,0.111111,0.333333,0.185695,0.009709,0.001628,'Not Form'
0.228862,0.071429,1,0.125,0.5,0.194257,0.012658,0.001537,'Not Form'
0.449646,0.00135,2,0.024691,0.076923,0.045147,0.025237,0.002395,'Not Form'
0.274908,0.013158,1,0.013158,1,0.018606,0.026316,0.029566,'Not Form'
0.228862,0.020833,1,0.066667,0.25,0.111803,0.012658,0.001439,'Not Form'
0.193619,0.006061,1,0.006061,1,0.008571,0.005714,0.011197,'Not Form'
0.196084,0.00303,1,0.016667,0.166667,0.025561,0.006098,0.002905,'Not Form'
0.211533,0.008696,1,0.037037,0.2,0.060084,0.00885,0.002103,'Not Form'
0.198278,0.006944,1,0.02,0.333333,0.029405,0.006452,0.004672,'Not Form'
0.339623,0.015625,1,0.015625,1,0.022094,0.052632,0.037072,'Not Form'
0.19585,0.013889,1,0.0625,0.125,0.117444,0.006061,0.00126,'Not Form'
0.185718,0.013514,1,0.026316,0.5,0.038166,0.004587,0.00486,'Not Form'
0.215762,0.022222,1,0.076923,0.2,0.137361,0.009709,0.001298,'Not Form'
0.456596,0.000612,2,0.017391,0.043478,0.033433,0.027285,0.003964,'Not Form'
0.220624,0.007143,1,0.03125,0.2,0.049721,0.010753,0.001977,'Not Form'
0.837404,0.001181,3,0.020833,0.15,0.033,0.094071,0.004531,'Not Form'
0.193619,0.006494,1,0.035714,0.142857,0.061256,0.005714,0.001429,'Not Form'
1.889846,0.001969,7,0.059829,0.155556,0.108884,0.184284,0.004641,'Not Form'
0.676908,0.02027,3,0.078947,0.75,0.114002,0.040225,0.004105,'Not Form'
0.196084,0.006944,1,0.034483,0.166667,0.057166,0.006098,0.001516,'Not Form'
0.265873,0.002041,1,0.017241,0.1,0.028279,0.023256,0.003031,'Not Form'
0.198278,0.017241,1,0.033333,0.5,0.04865,0.006452,0.001038,'Not Form'
0.267546,0.013889,1,0.0625,0.125,0.117444,0.02381,0.002,'Not Form'
0.201783,0.005556,1,0.028571,0.166667,0.046225,0.007042,0.001543,'Not Form'
0.249543,0.000974,1,0.010989,0.076923,0.017664,0.018182,0.004841,'Not Form'
1.456765,0.007326,6,0.111111,0.285714,0.191565,0.103547,0.00297,'Not Form'
0.734149,0.005693,3,0.066667,0.176471,0.12,0.052233,0.002442,'Not Form'
0.475957,0.007273,2,0.058824,0.181818,0.103556,0.029958,0.001774,'Not Form'
0.573639,0.006977,3,0.06,0.3,0.096102,0.016573,0.002052,'Not Form'
0.220624,0.000539,1,0.01087,0.034483,0.020127,0.010753,0.004298,'Not Form'
0.641677,0.007595,3,0.037037,0.6,0.053597,0.028662,0.00389,'Not Form'
0.261189,0.016667,1,0.066667,0.166667,0.121268,0.021739,0.0014,'Not Form'
0.20677,0.006803,1,0.037037,0.142857,0.063888,0.007937,0.001577,'Not Form'
0.454808,0.002797,2,0.027027,0.181818,0.042904,0.027453,0.002757,'Not Form'
0.217622,0.001462,1,0.018182,0.055556,0.033634,0.010101,0.001874,'Not Form'
0.402151,0.030303,2,0.133333,0.333333,0.225733,0.014911,0.001343,'Not Form'
0.185718,0.038462,1,0.038462,1,0.054353,0.004587,0.003359,'Not Form'
0.193194,0.01,1,0.035714,0.25,0.055858,0.00565,0.001427,'Not Form'
0.440195,0.05,2,0.181818,0.4,0.299813,0.025198,0.002052,'Not Form'
0.180464,0.166667,1,0.25,0.5,0.392232,0.003922,0.001146,'Not Form'
0.187017,0.016667,1,0.066667,0.166667,0.121268,0.004762,0.000755,'Not Form'
0.20677,0.003049,1,0.011765,0.25,0.017226,0.007937,0.004056,'Not Form'
0.185718,0.083333,1,0.166667,0.333333,0.282843,0.004587,0.000921,'Not Form'
0.222785,0.001815,1,0.021277,0.052632,0.040791,0.011236,0.001342,'Not Form'
0.180464,0.001984,1,0.007752,0.25,0.011218,0.003922,0.012044,'Not Form'
0.215762,0.005882,1,0.026316,0.2,0.041152,0.009709,0.003663,'Not Form'
0.389871,0.008333,1,0.045455,0.125,0.083189,0.076923,0.003461,'Not Form'
0.463881,0.003333,2,0.041667,0.1,0.078446,0.027146,0.001605,'Not Form'
0.49263,0.001494,2,0.017544,0.153846,0.027244,0.035754,0.005433,'Not Form'
0.197775,0.009615,1,0.05,0.125,0.092648,0.006369,0.00117,'Not Form'
0.180464,0.045455,1,0.045455,1,0.064216,0.003922,0.00285,'Not Form'
0.417032,0.001035,1,0.012195,0.071429,0.020087,0.090909,0.002072,'Not Form'
0.19585,0.058824,1,0.058824,1,0.083045,0.006061,0.005001,'Not Form'
0.197775,0.017241,1,0.033333,0.5,0.04865,0.006369,0.002521,'Not Form'
1.220299,0.003425,5,0.056818,0.25,0.093421,0.093376,0.003395,'Not Form'
0.193194,0.028571,1,0.028571,1,0.04039,0.00565,0.003969,'Not Form'
0.185718,0.007143,1,0.03125,0.2,0.049721,0.004587,0.000457,'Not Form'
0.369269,0.001488,1,0.017544,0.0625,0.031466,0.066667,0.002856,'Not Form'
1.003939,0.001854,4,0.038095,0.153846,0.065039,0.087169,0.003092,'Not Form'
0.193194,0.066667,1,0.142857,0.333333,0.242536,0.00565,0.000735,'Not Form'
0.187017,0.003165,1,0.012195,0.25,0.017879,0.004762,0.003007,'Not Form'
0.230908,0.142857,1,0.142857,1,0.2,0.013158,0.005365,'Not Form'
0.220105,0.055556,1,0.1,0.5,0.153393,0.010638,0.002151,'Not Form'
0.198278,0.007576,1,0.045455,0.090909,0.086874,0.006452,0.001204,'Not Form'
0.247338,0.001508,1,0.015873,0.076923,0.02687,0.017544,0.00418,'Not Form'
0.196084,0.004831,1,0.032258,0.111111,0.05726,0.006098,0.001354,'Not Form'
1.741782,0.003941,7,0.089744,0.189189,0.163344,0.131756,0.004024,'Not Form'
0.193194,0.005556,1,0.035714,0.111111,0.064483,0.00565,0.000991,'Not Form'
0.213158,0.007692,1,0.045455,0.1,0.086226,0.009174,0.000939,'Not Form'
0.222785,0.004545,1,0.032258,0.1,0.058521,0.011236,0.001739,'Not Form'
0.513898,0.001106,1,0.008333,0.125,0.012484,0.142857,0.008303,'Not Form'
0.187017,0.016667,1,0.066667,0.166667,0.121268,0.004762,0.000866,'Not Form'
0.196319,0.003571,1,0.030303,0.071429,0.057928,0.006135,0.001524,'Not Form'
0.234594,0.0625,1,0.111111,0.5,0.171499,0.014085,0.004341,'Not Form'
0.207457,0.014286,1,0.0625,0.142857,0.115857,0.008065,0.001368,'Not Form'
0.25973,0.00641,1,0.032258,0.166667,0.053,0.021277,0.001989,'Not Form'
0.40354,0.009662,2,0.066667,0.222222,0.11452,0.014162,0.001922,'Not Form'
0.258318,0.000758,1,0.013889,0.030303,0.027272,0.020833,0.002789,'Not Form'
0.654962,0.007692,2,0.064516,0.153846,0.118574,0.117823,0.003915,'Not Form'
1.520701,0.010294,7,0.148936,0.35,0.250962,0.07968,0.002442,'Not Form'
0.226304,0.25,1,0.25,1,0.342997,0.012048,0.00676,'Not Form'
1.430216,0.010033,6,0.113208,0.461538,0.17751,0.100319,0.002636,'Not Form'
0.19585,0.009524,1,0.047619,0.142857,0.085436,0.006061,0.001225,'Not Form'
0.206433,0.006494,1,0.035714,0.142857,0.061256,0.007874,0.001059,'Not Form'
0.193194,0.006897,1,0.030303,0.2,0.048057,0.00565,0.00166,'Not Form'
0.193194,0.111111,1,0.2,0.333333,0.333333,0.00565,0.000751,'Not Form'
0.244239,0.00142,1,0.016949,0.0625,0.030206,0.016667,0.003066,'Not Form'
0.52859,0.001241,2,0.014815,0.153846,0.022686,0.047816,0.009302,'Not Form'
0.456838,0.006944,2,0.058824,0.166667,0.105409,0.025141,0.00171,'Not Form'
0.482618,0.00115,2,0.02439,0.054054,0.047285,0.03385,0.002858,'Not Form'
0.714309,0.002419,3,0.037975,0.15,0.065125,0.045426,0.003921,'Not Form'
0.414941,0.006897,2,0.054054,0.2,0.092204,0.016217,0.001943,'Not Form'
0.692727,0.009524,3,0.073171,0.333333,0.117399,0.042603,0.002849,'Not Form'
0.206433,0.001241,1,0.017857,0.038462,0.034953,0.007874,0.00213,'Not Form'
0.213158,0.000377,1,0.008772,0.03125,0.015898,0.009174,0.003591,'Not Form'
0.220105,0.007692,1,0.015152,0.5,0.021747,0.010638,0.008902,'Not Form'
0.209988,0.001302,1,0.015873,0.0625,0.027951,0.008547,0.001914,'Not Form'
0.701039,0.002896,3,0.048387,0.107143,0.091435,0.044458,0.001881,'Not Form'
0.230908,0.333333,1,0.333333,1,0.447214,0.013158,0.003912,'Not Form'
0.274908,0.003968,1,0.007874,0.5,0.011223,0.026316,0.011776,'Not Form'
0.199842,0.003226,1,0.00641,0.5,0.009123,0.006711,0.008686,'Not Form'
0.187017,0.052632,1,0.052632,1,0.074329,0.004762,0.00307,'Not Form'
0.521653,0.012422,2,0.071429,0.285714,0.117647,0.053269,0.002544,'Not Form'
0.757066,0.003356,3,0.019737,0.5,0.028451,0.059691,0.009471,'Not Form'
0.240449,0.2,1,0.2,1,0.27735,0.015625,0.004615,'Not Form'
0.243257,0.003367,1,0.027027,0.090909,0.048507,0.016393,0.00271,'Not Form'
0.197775,0.002959,1,0.026316,0.076923,0.04865,0.006369,0.001839,'Not Form'
0.193194,0.001613,1,0.006329,0.25,0.009121,0.00565,0.005417,'Not Form'
0.241363,0.008929,1,0.032258,0.25,0.05,0.015873,0.002348,'Not Form'
0.196319,0.5,1,0.5,1,0.632456,0.006135,0.001796,'Not Form'
0.629213,0.007937,3,0.078947,0.214286,0.139497,0.026854,0.001895,'Not Form'
0.239556,0.002016,1,0.007874,0.25,0.011399,0.015385,0.006704,'Not Form'
0.196319,0.006803,1,0.037037,0.142857,0.063888,0.006135,0.001245,'Not Form'
3.764556,0.000931,14,0.046667,0.237288,0.075645,0.354161,0.008683,'Not Form'
0.193619,0.02,1,0.038462,0.5,0.056388,0.005714,0.002183,'Not Form'
0.261189,0.008333,1,0.045455,0.125,0.083189,0.021739,0.001584,'Not Form'
0.232338,0.041667,1,0.076923,0.5,0.116248,0.013514,0.001772,'Not Form'
0.236177,0.003448,1,0.026316,0.1,0.046102,0.014493,0.001419,'Not Form'
0.697806,0.061224,3,0.272727,0.428571,0.428571,0.045413,0.00244,'Not Form'
0.193619,0.013333,1,0.013333,1,0.018855,0.005714,0.007835,'Not Form'
0.4601,0.002304,2,0.027027,0.142857,0.044499,0.027876,0.00348,'Not Form'
0.180464,0.011111,1,0.055556,0.111111,0.105118,0.003922,0.000906,'Not Form'
0.228862,0.001894,1,0.018182,0.083333,0.031009,0.012658,0.002076,'Not Form'
0.20677,0.009524,1,0.047619,0.142857,0.085436,0.007937,0.003467,'Not Form'
0.193619,0.333333,1,0.333333,1,0.447214,0.005714,0.001805,'Not Form'
0.196319,0.000557,1,0.011905,0.025641,0.02345,0.006135,0.002851,'Not Form'
2.254229,0.008523,9,0.152542,0.375,0.25395,0.204009,0.003524,'Not Form'
0.965677,0.010417,4,0.1,0.333333,0.165521,0.066435,0.002539,'Not Form'
0.207457,0.002273,1,0.02,0.090909,0.03409,0.008065,0.002584,'Not Form'
0.193619,0.111111,1,0.2,0.333333,0.333333,0.005714,0.000867,'Not Form'
0.684977,0.002259,3,0.03125,0.1875,0.050192,0.038281,0.004467,'Not Form'
0.226304,0.016667,1,0.066667,0.166667,0.121268,0.012048,0.002361,'Not Form'
0.580351,0.003058,2,0.009132,0.666667,0.012973,0.064064,0.010299,'Not Form'
0.649201,0.00173,3,0.036585,0.088235,0.069217,0.030192,0.002837,'Not Form'
0.455452,0.001406,2,0.021053,0.111111,0.034908,0.025026,0.003716,'Not Form'
1.293761,0.002698,5,0.041322,0.294118,0.064097,0.108049,0.005257,'Not Form'
0.187017,0.02,1,0.071429,0.2,0.126491,0.004762,0.001094,'Not Form'
0.222785,0.009259,1,0.05,0.111111,0.094281,0.011236,0.001859,'Not Form'
0.274908,0.000781,1,0.012048,0.05,0.021091,0.026316,0.002507,'Not Form'
0.196319,0.003759,1,0.022727,0.142857,0.0366,0.006135,0.002353,'Not Form'
0.196084,0.001096,1,0.016393,0.041667,0.031466,0.006098,0.002112,'Not Form'
0.404727,0.004706,2,0.05,0.117647,0.093556,0.014499,0.001608,'Not Form'
0.511581,0.011905,2,0.074074,0.25,0.125863,0.040519,0.003039,'Not Form'
0.261189,0.004444,1,0.030303,0.111111,0.053225,0.021739,0.00252,'Not Form'
0.25069,0.008403,1,0.043478,0.142857,0.076923,0.018519,0.002177,'Not Form'
0.558111,0.000891,1,0.013889,0.045455,0.025462,0.166667,0.004176,'Not Form'
0.185718,0.071429,1,0.125,0.5,0.194257,0.004587,0.000868,'Not Form'
0.19585,0.002941,1,0.027778,0.058824,0.053877,0.006061,0.001668,'Not Form'
0.42714,0.00905,2,0.071429,0.153846,0.132164,0.01911,0.001493,'Not Form'
0.256949,0.004167,1,0.022222,0.166667,0.034964,0.020408,0.004913,'Not Form'
0.215762,0.000853,1,0.011765,0.058824,0.019901,0.009709,0.003618,'Not Form'
0.180464,0.027778,1,0.083333,0.25,0.143592,0.003922,0.00094,'Not Form'
0.180464,0.016667,1,0.066667,0.166667,0.121268,0.003922,0.000894,'Not Form'
0.180464,0.008929,1,0.047619,0.125,0.087706,0.003922,0.000895,'Not Form'
0.236994,0.004545,1,0.020833,0.2,0.031936,0.014706,0.003848,'Not Form'
0.198278,0.071429,1,0.071429,1,0.100759,0.006452,0.002102,'Not Form'
0.193619,0.013514,1,0.026316,0.5,0.038166,0.005714,0.001318,'Not Form'
0.198278,0.004032,1,0.015385,0.25,0.022763,0.006452,0.004314,'Not Form'
1.573891,0.007444,6,0.117647,0.230769,0.209721,0.161867,0.003319,'Not Form'
0.715774,0.001553,3,0.031915,0.107143,0.056975,0.045884,0.004233,'Not Form'
0.623075,0.006536,3,0.052632,0.333333,0.081923,0.026288,0.002464,'Not Form'
0.198278,0.020833,1,0.066667,0.25,0.111803,0.006452,0.000941,'Not Form'
0.52859,0.007937,2,0.043478,0.333333,0.066667,0.047816,0.00394,'Not Form'
0.236177,0.006757,1,0.025,0.25,0.038001,0.014493,0.002041,'Not Form'
0.339623,0.002392,1,0.025,0.052632,0.04865,0.052632,0.002354,'Not Form'
0.187017,0.001418,1,0.016393,0.066667,0.028665,0.004762,0.002387,'Not Form'
0.839269,0.015385,4,0.125,0.4,0.203069,0.036362,0.001773,'Not Form'
1.167027,0.003197,5,0.066667,0.147059,0.123617,0.073168,0.002783,'Not Form'
0.486905,0.007092,2,0.039216,0.333333,0.059695,0.034491,0.002934,'Not Form'
0.206433,0.003968,1,0.03125,0.083333,0.058471,0.007874,0.000746,'Not Form'
0.187017,0.027027,1,0.027027,1,0.038208,0.004762,0.003475,'Not Form'
0.333808,0.005952,1,0.030303,0.166667,0.049386,0.05,0.003862,'Not Form'
1.730554,0.003968,6,0.083333,0.166667,0.153393,0.222657,0.003844,'Not Form'
0.63217,0.00487,3,0.06383,0.136364,0.119145,0.030019,0.001723,'Not Form'
0.239556,0.002288,1,0.02439,0.052632,0.047405,0.015385,0.002243,'Not Form'
0.555292,0.006734,2,0.055556,0.181818,0.097014,0.055316,0.002606,'Not Form'
0.209243,0.003788,1,0.030303,0.083333,0.056433,0.008403,0.002059,'Not Form'
0.180464,0.015625,1,0.052632,0.25,0.085749,0.003922,0.000705,'Not Form'
0.261189,0.000472,1,0.005714,0.076923,0.008649,0.021739,0.00671,'Not Form'
3.93585,0.002757,15,0.112782,0.220588,0.20204,0.360487,0.005029,'Not Form'
0.456803,0.023256,2,0.046512,1,0.065706,0.029587,0.004675,'Not Form'
0.609546,0.001984,3,0.033333,0.142857,0.056569,0.021959,0.002767,'Not Form'
0.220624,0.076923,1,0.076923,1,0.108465,0.010753,0.003516,'Not Form'
0.196084,0.001202,1,0.017544,0.038462,0.0343,0.006098,0.001862,'Not Form'
0.899218,0.004535,4,0.067797,0.190476,0.120468,0.052293,0.002419,'Not Form'
0.254335,0.013333,1,0.052632,0.2,0.089443,0.019608,0.00126,'Not Form'
0.196084,0.001339,1,0.010989,0.111111,0.016939,0.006098,0.00351,'Not Form'
0.438224,0.002801,2,0.035088,0.117647,0.062424,0.021994,0.002777,'Not Form'
0.193194,0.009259,1,0.05,0.111111,0.094281,0.00565,0.001555,'Not Form'
0.211533,0.004505,1,0.02381,0.166667,0.037729,0.00885,0.001747,'Not Form'
0.441654,0.001931,2,0.023256,0.142857,0.037556,0.025661,0.002765,'Not Form'
0.737709,0.003268,3,0.045455,0.166667,0.078446,0.054348,0.003092,'Not Form'
0.474713,0.003968,2,0.028986,0.25,0.044538,0.033396,0.004083,'Not Form'
0.221687,0.015625,1,0.052632,0.25,0.085749,0.010989,0.001092,'Not Form'
0.193619,0.007143,1,0.026316,0.25,0.040145,0.005714,0.002731,'Not Form'
0.19585,0.111111,1,0.111111,1,0.156174,0.006061,0.002404,'Not Form'
0.197775,0.083333,1,0.083333,1,0.117444,0.006369,0.001608,'Not Form'
0.213158,0.00431,1,0.027778,0.125,0.04701,0.009174,0.002133,'Not Form'
0.20677,0.007937,1,0.022727,0.333333,0.033586,0.007937,0.002876,'Not Form'
0.416642,0.005051,2,0.039216,0.222222,0.062978,0.018414,0.001933,'Not Form'
0.459016,0.005263,2,0.025316,0.4,0.037136,0.028357,0.006437,'Not Form'
0.65787,0.004747,3,0.035714,0.375,0.053431,0.036027,0.003031,'Not Form'
1.305341,0.000911,5,0.024631,0.16129,0.039351,0.118469,0.005499,'Not Form'
0.201783,0.006667,1,0.033333,0.166667,0.055007,0.007042,0.001424,'Not Form'
0.702311,0.003755,3,0.04918,0.176471,0.084887,0.042393,0.002417,'Not Form'
0.220105,0.027027,1,0.027027,1,0.038208,0.010638,0.003435,'Not Form'
2.654678,0.003795,10,0.061728,0.588235,0.090696,0.273105,0.006375,'Not Form'
0.20677,0.001515,1,0.017241,0.066667,0.030422,0.007937,0.001816,'Not Form'
0.196084,0.041667,1,0.111111,0.25,0.196116,0.006098,0.000921,'Not Form'
0.401088,0.00303,2,0.011976,0.5,0.017137,0.014674,0.004872,'Not Form'
0.352956,0.03125,1,0.058824,0.5,0.087706,0.058824,0.012439,'Not Form'
0.193194,0.004032,1,0.026316,0.125,0.044173,0.00565,0.001238,'Not Form'
1.16913,0.001634,5,0.019084,0.416667,0.027699,0.076822,0.006943,'Not Form'
0.220624,0.003968,1,0.03125,0.083333,0.058471,0.010753,0.001073,'Not Form'
0.42714,0.004926,2,0.04878,0.142857,0.087833,0.01911,0.002075,'Not Form'
0.187017,0.004065,1,0.011905,0.333333,0.017235,0.004762,0.004291,'Not Form'
0.193619,0.006061,1,0.017544,0.333333,0.025675,0.005714,0.002779,'Not Form'
0.180464,0.013514,1,0.026316,0.5,0.038166,0.003922,0.001255,'Not Form'
0.20677,0.00241,1,0.011494,0.2,0.017008,0.007937,0.003897,'Not Form'
0.187017,0.038462,1,0.038462,1,0.054353,0.004762,0.002206,'Not Form'
