@relation 'reality_mining_Data-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,5-weka.filters.supervised.instance.SpreadSubsample-M600.0-X0.0-S1'

@attribute 'Adamic Adar' numeric
@attribute 'Association Strength' numeric
@attribute 'Common Neighbors' numeric
@attribute Jaccard numeric
@attribute 'Min Overlap' numeric
@attribute NMeasure numeric
@attribute 'Resource Allocation' numeric
@attribute 'Rooted PageRank' numeric
@attribute Labels {'Not Form',Form}

@data
0.228205,0.5,1,0.5,1,0.632456,0.0125,0.007058,'Not Form'
0.220624,1,1,1,1,1,0.010753,0.007546,'Not Form'
0.221687,0.25,1,0.25,1,0.342997,0.010989,0.009456,'Not Form'
0.218104,0.5,1,0.5,1,0.632456,0.010204,0.00663,'Not Form'
0.25069,1,1,1,1,1,0.018519,0.014126,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.249543,0.166667,1,0.166667,1,0.232495,0.018182,0.008264,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.204484,1,1,1,1,1,0.007519,0.005717,'Not Form'
0.193405,0.5,1,0.5,1,0.632456,0.005682,0.004527,'Not Form'
0.253085,0.5,1,0.5,1,0.632456,0.019231,0.010958,'Not Form'
0.210751,1,1,1,1,1,0.008696,0.006792,'Not Form'
0.294014,0.00017,1,0.006494,0.014925,0.012786,0.033333,0.002604,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.200383,0.5,1,0.5,1,0.632456,0.006803,0.003845,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.014828,'Not Form'
0.223347,0.166667,1,0.166667,1,0.232495,0.011364,0.005004,'Not Form'
0.225692,0.5,1,0.5,1,0.632456,0.011905,0.006221,'Not Form'
0.209614,1,1,1,1,1,0.008475,0.006247,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008876,'Not Form'
0.213578,0.333333,1,0.333333,1,0.447214,0.009259,0.004695,'Not Form'
0.294014,1,1,1,1,1,0.033333,0.026036,'Not Form'
0.236994,1,1,1,1,1,0.014706,0.010939,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.23783,1,1,1,1,1,0.014925,0.011224,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.213578,0.5,1,0.5,1,0.632456,0.009259,0.007734,'Not Form'
0.213578,0.083333,1,0.166667,0.333333,0.282843,0.009259,0.001928,'Not Form'
0.193405,0.5,1,0.5,1,0.632456,0.005682,0.003211,'Not Form'
0.220624,0.166667,1,0.166667,1,0.232495,0.010753,0.004599,'Not Form'
0.206099,0.083333,1,0.083333,1,0.117444,0.007813,0.008288,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.00672,'Not Form'
0.211533,1,1,1,1,1,0.00885,0.006273,'Not Form'
0.211533,0.5,1,0.5,1,0.632456,0.00885,0.004689,'Not Form'
0.328459,1,1,1,1,1,0.047619,0.037195,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.231616,1,1,1,1,1,0.013333,0.009524,'Not Form'
0.228862,1,1,1,1,1,0.012658,0.008989,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.211533,1,1,1,1,1,0.00885,0.006273,'Not Form'
0.206099,0.5,1,0.5,1,0.632456,0.007813,0.007082,'Not Form'
0.306928,1,1,1,1,1,0.038462,0.029276,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.236994,1,1,1,1,1,0.014706,0.011487,'Not Form'
0.199049,0.5,1,0.5,1,0.632456,0.006579,0.003679,'Not Form'
0.239556,0.166667,1,0.25,0.5,0.392232,0.015385,0.004841,'Not Form'
0.204484,0.5,1,0.5,1,0.632456,0.007519,0.004359,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.253085,0.5,1,0.5,1,0.632456,0.019231,0.014678,'Not Form'
0.211533,1,1,1,1,1,0.00885,0.006273,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.218104,0.006667,1,0.019231,0.333333,0.028233,0.010204,0.006747,'Not Form'
0.220624,0.5,1,0.5,1,0.632456,0.010753,0.005642,'Not Form'
0.211533,0.25,1,0.25,1,0.342997,0.00885,0.003907,'Not Form'
0.204484,0.333333,1,0.333333,1,0.447214,0.007519,0.003779,'Not Form'
0.239556,1,1,1,1,1,0.015385,0.011588,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.211533,0.034483,1,0.034483,1,0.048737,0.00885,0.006977,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.207457,0.5,1,0.5,1,0.632456,0.008065,0.004106,'Not Form'
0.211533,1,1,1,1,1,0.00885,0.006273,'Not Form'
0.210751,1,1,1,1,1,0.008696,0.006792,'Not Form'
0.795959,0.25,3,0.75,1,0.848528,0.070089,0.016913,'Not Form'
0.204484,0.5,1,0.5,1,0.632456,0.007519,0.004331,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.226304,1,1,1,1,1,0.012048,0.009411,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008876,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.25973,1,1,1,1,1,0.021277,0.015496,'Not Form'
0.248425,1,1,1,1,1,0.017857,0.013781,'Not Form'
0.239556,1,1,1,1,1,0.015385,0.011471,'Not Form'
0.247338,1,1,1,1,1,0.017544,0.013703,'Not Form'
0.204484,0.5,1,0.5,1,0.632456,0.007519,0.0042,'Not Form'
0.248425,1,1,1,1,1,0.017857,0.013781,'Not Form'
0.209614,1,1,1,1,1,0.008475,0.006247,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.294014,0.000397,1,0.00885,0.033333,0.015855,0.033333,0.005652,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.01502,'Not Form'
0.248425,1,1,1,1,1,0.017857,0.013633,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008624,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008624,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.210751,1,1,1,1,1,0.008696,0.006792,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008624,'Not Form'
0.204484,1,1,1,1,1,0.007519,0.005717,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.007034,'Not Form'
0.294014,0.033333,1,0.033333,1,0.047114,0.033333,0.013403,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.236994,0.333333,1,0.333333,1,0.447214,0.014706,0.00775,'Not Form'
0.218593,0.5,1,0.5,1,0.632456,0.010309,0.005761,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.00672,'Not Form'
0.220624,1,1,1,1,1,0.010753,0.007546,'Not Form'
0.202362,0.25,1,0.25,1,0.342997,0.007143,0.003125,'Not Form'
0.228862,0.001894,1,0.005618,0.333333,0.008034,0.012658,0.011697,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.204484,1,1,1,1,1,0.007519,0.005717,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.204484,0.5,1,0.5,1,0.632456,0.007519,0.004244,'Not Form'
0.254335,1,1,1,1,1,0.019608,0.011442,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.014828,'Not Form'
0.218104,1,1,1,1,1,0.010204,0.006458,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.01502,'Not Form'
0.296974,1,1,1,1,1,0.034483,0.026318,'Not Form'
0.193405,0.333333,1,0.333333,1,0.447214,0.005682,0.005385,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.249543,1,1,1,1,1,0.018182,0.014201,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.193405,0.166667,1,0.166667,1,0.232495,0.005682,0.002496,'Not Form'
0.236177,1,1,1,1,1,0.014493,0.01121,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.202362,0.25,1,0.25,1,0.342997,0.007143,0.004659,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.245246,1,1,1,1,1,0.016949,0.012588,'Not Form'
0.221687,1,1,1,1,1,0.010989,0.006926,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.220624,1,1,1,1,1,0.010753,0.007546,'Not Form'
0.245246,1,1,1,1,1,0.016949,0.012588,'Not Form'
0.255622,0.333333,1,0.333333,1,0.447214,0.02,0.013327,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.007034,'Not Form'
0.255622,1,1,1,1,1,0.02,0.014686,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.249543,1,1,1,1,1,0.018182,0.013728,'Not Form'
0.255622,0.045455,1,0.045455,1,0.064216,0.02,0.012524,'Not Form'
0.226926,0.5,1,0.5,1,0.632456,0.012195,0.007061,'Not Form'
0.239556,0.333333,1,0.333333,1,0.447214,0.015385,0.007564,'Not Form'
0.207457,0.045455,1,0.045455,1,0.064216,0.008065,0.007001,'Not Form'
0.218593,1,1,1,1,1,0.010309,0.007751,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.255622,0.25,1,0.25,1,0.342997,0.02,0.017088,'Not Form'
0.218104,1,1,1,1,1,0.010204,0.006458,'Not Form'
0.204484,0.5,1,0.5,1,0.632456,0.007519,0.004279,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.228862,0.25,1,0.25,1,0.342997,0.012658,0.005589,'Not Form'
0.221687,0.25,1,0.25,1,0.342997,0.010989,0.009456,'Not Form'
0.279055,0.000162,1,0.006329,0.014925,0.012426,0.027778,0.00261,'Not Form'
0.202362,0.333333,1,0.333333,1,0.447214,0.007143,0.005851,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.007034,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.218593,0.166667,1,0.166667,1,0.232495,0.010309,0.004505,'Not Form'
0.218593,0.2,1,0.2,1,0.27735,0.010309,0.007326,'Not Form'
0.22756,1,1,1,1,1,0.012346,0.009413,'Not Form'
0.199049,0.333333,1,0.333333,1,0.447214,0.006579,0.003281,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.01502,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.210751,1,1,1,1,1,0.008696,0.006792,'Not Form'
0.306928,1,1,1,1,1,0.038462,0.029276,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.225692,0.033333,1,0.033333,1,0.047114,0.011905,0.01586,'Not Form'
0.209614,0.333333,1,0.333333,1,0.447214,0.008475,0.006148,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.236994,1,1,1,1,1,0.014706,0.010939,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.249543,0.5,1,0.5,1,0.632456,0.018182,0.010558,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.221687,0.045455,1,0.045455,1,0.064216,0.010989,0.012538,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.213578,0.033333,1,0.033333,1,0.047114,0.009259,0.005877,'Not Form'
0.221687,1,1,1,1,1,0.010989,0.006926,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.236994,1,1,1,1,1,0.014706,0.011487,'Not Form'
0.262697,1,1,1,1,1,0.022222,0.017358,'Not Form'
0.213578,0.25,1,0.25,1,0.342997,0.009259,0.0042,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.207457,0.5,1,0.5,1,0.632456,0.008065,0.004059,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.013809,'Not Form'
0.202362,0.5,1,0.5,1,0.632456,0.007143,0.005286,'Not Form'
0.253085,0.333333,1,0.333333,1,0.447214,0.019231,0.014039,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.236177,0.5,1,0.5,1,0.632456,0.014493,0.008349,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.00672,'Not Form'
0.218104,0.033333,1,0.033333,1,0.047114,0.010204,0.005238,'Not Form'
0.318929,0.166667,1,0.166667,1,0.232495,0.043478,0.01964,'Not Form'
0.211533,1,1,1,1,1,0.00885,0.006273,'Not Form'
0.25069,1,1,1,1,1,0.018519,0.014464,'Not Form'
0.225692,0.038462,1,0.038462,1,0.054353,0.011905,0.011714,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.209614,1,1,1,1,1,0.008475,0.006247,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.220624,0.5,1,0.5,1,0.632456,0.010753,0.005954,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.218593,1,1,1,1,1,0.010309,0.007751,'Not Form'
0.253085,0.00885,1,0.00885,1,0.012515,0.019231,0.034096,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.00672,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.202362,0.25,1,0.25,1,0.342997,0.007143,0.003123,'Not Form'
0.220624,0.5,1,0.5,1,0.632456,0.010753,0.007901,'Not Form'
0.854175,0.027778,4,0.111111,1,0.156174,0.038336,0.00558,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.200383,0.5,1,0.5,1,0.632456,0.006803,0.005417,'Not Form'
0.221687,1,1,1,1,1,0.010989,0.006926,'Not Form'
0.220624,1,1,1,1,1,0.010753,0.007897,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.239556,1,1,1,1,1,0.015385,0.011471,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008876,'Not Form'
0.218593,0.166667,1,0.166667,1,0.232495,0.010309,0.004505,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.014828,'Not Form'
0.225692,1,1,1,1,1,0.011905,0.008329,'Not Form'
0.228862,0.5,1,0.5,1,0.632456,0.012658,0.009282,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.218593,1,1,1,1,1,0.010309,0.007751,'Not Form'
0.202362,0.25,1,0.25,1,0.342997,0.007143,0.006882,'Not Form'
0.209614,0.033333,1,0.033333,1,0.047114,0.008475,0.003235,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.231616,1,1,1,1,1,0.013333,0.009524,'Not Form'
0.199049,0.033333,1,0.0625,0.5,0.093454,0.006579,0.002803,'Not Form'
0.200383,0.5,1,0.5,1,0.632456,0.006803,0.0038,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.204484,0.5,1,0.5,1,0.632456,0.007519,0.004359,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.196556,0.5,1,0.5,1,0.632456,0.006173,0.003615,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.218593,1,1,1,1,1,0.010309,0.007751,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.25069,1,1,1,1,1,0.018519,0.014464,'Not Form'
0.228205,1,1,1,1,1,0.0125,0.008965,'Not Form'
0.206099,0.166667,1,0.166667,1,0.232495,0.007813,0.003541,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.210751,0.5,1,0.5,1,0.632456,0.008696,0.00512,'Not Form'
0.253085,0.5,1,0.5,1,0.632456,0.019231,0.011181,'Not Form'
0.204484,0.25,1,0.25,1,0.342997,0.007519,0.003559,'Not Form'
0.209614,0.5,1,0.5,1,0.632456,0.008475,0.006613,'Not Form'
0.225692,1,1,1,1,1,0.011905,0.008329,'Not Form'
0.218104,0.008065,1,0.008065,1,0.011405,0.010204,0.03603,'Not Form'
0.22756,0.5,1,0.5,1,0.632456,0.012346,0.007061,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.220624,0.5,1,0.5,1,0.632456,0.010753,0.005954,'Not Form'
0.255622,0.5,1,0.5,1,0.632456,0.02,0.014894,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.218593,1,1,1,1,1,0.010309,0.007751,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.202362,0.333333,1,0.333333,1,0.447214,0.007143,0.003313,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.223347,0.333333,1,0.333333,1,0.447214,0.011364,0.005701,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.211533,0.027778,1,0.027778,1,0.039269,0.00885,0.008393,'Not Form'
0.221687,0.007143,1,0.007143,1,0.010101,0.010989,0.023711,'Not Form'
0.220624,1,1,1,1,1,0.010753,0.007897,'Not Form'
0.288539,0.2,1,0.2,1,0.27735,0.03125,0.011137,'Not Form'
0.236994,1,1,1,1,1,0.014706,0.010939,'Not Form'
0.207457,0.5,1,0.5,1,0.632456,0.008065,0.005614,'Not Form'
0.288539,1,1,1,1,1,0.03125,0.019061,'Not Form'
0.209614,0.5,1,0.5,1,0.632456,0.008475,0.006613,'Not Form'
0.255622,0.5,1,0.5,1,0.632456,0.02,0.010722,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.225692,0.034483,1,0.034483,1,0.048737,0.011905,0.006674,'Not Form'
0.209614,0.333333,1,0.333333,1,0.447214,0.008475,0.004118,'Not Form'
0.197038,1,1,1,1,1,0.00625,0.00479,'Not Form'
0.200383,0.333333,1,0.333333,1,0.447214,0.006803,0.005019,'Not Form'
0.197038,0.333333,1,0.333333,1,0.447214,0.00625,0.003202,'Not Form'
0.209614,0.5,1,0.5,1,0.632456,0.008475,0.004709,'Not Form'
0.236994,1,1,1,1,1,0.014706,0.011487,'Not Form'
0.191164,0.5,1,0.5,1,0.632456,0.005348,0.003129,'Not Form'
0.225692,1,1,1,1,1,0.011905,0.008329,'Not Form'
0.255622,1,1,1,1,1,0.02,0.015621,'Not Form'
0.228862,0.066667,1,0.142857,0.333333,0.242536,0.012658,0.005522,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.196556,0.166667,1,0.166667,1,0.232495,0.006173,0.00282,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008876,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008876,'Not Form'
0.369269,0.333333,1,0.333333,1,0.447214,0.066667,0.030374,'Not Form'
0.23783,1,1,1,1,1,0.014925,0.009917,'Not Form'
0.294014,0.2,1,0.2,1,0.27735,0.033333,0.01527,'Not Form'
0.245246,0.5,1,0.5,1,0.632456,0.016949,0.013263,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.204172,0.25,1,0.25,1,0.342997,0.007463,0.003621,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.007034,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.008876,'Not Form'
0.218593,0.2,1,0.2,1,0.27735,0.010309,0.007326,'Not Form'
0.254335,1,1,1,1,1,0.019608,0.011442,'Not Form'
0.226304,1,1,1,1,1,0.012048,0.009411,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.014828,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.013809,'Not Form'
0.226926,1,1,1,1,1,0.012195,0.009526,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.191164,0.333333,1,0.333333,1,0.447214,0.005348,0.002783,'Not Form'
0.225692,1,1,1,1,1,0.011905,0.008329,'Not Form'
0.209614,0.5,1,0.5,1,0.632456,0.008475,0.004661,'Not Form'
0.23783,1,1,1,1,1,0.014925,0.011224,'Not Form'
0.210751,1,1,1,1,1,0.008696,0.006792,'Not Form'
0.245246,1,1,1,1,1,0.016949,0.012588,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004263,'Not Form'
0.213578,1,1,1,1,1,0.009259,0.007034,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.25973,1,1,1,1,1,0.021277,0.015496,'Not Form'
0.236177,1,1,1,1,1,0.014493,0.01121,'Not Form'
0.255622,1,1,1,1,1,0.02,0.014686,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.228205,1,1,1,1,1,0.0125,0.008965,'Not Form'
0.209614,1,1,1,1,1,0.008475,0.006247,'Not Form'
0.207457,1,1,1,1,1,0.008065,0.005409,'Not Form'
0.202362,0.333333,1,0.333333,1,0.447214,0.007143,0.003333,'Not Form'
0.220624,1,1,1,1,1,0.010753,0.007897,'Not Form'
0.247338,1,1,1,1,1,0.017544,0.013703,'Not Form'
0.254335,1,1,1,1,1,0.019608,0.011442,'Not Form'
0.204484,1,1,1,1,1,0.007519,0.005717,'Not Form'
0.209614,1,1,1,1,1,0.008475,0.006247,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.204484,0.5,1,0.5,1,0.632456,0.007519,0.00431,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.206099,1,1,1,1,1,0.007813,0.006041,'Not Form'
0.200383,1,1,1,1,1,0.006803,0.00507,'Not Form'
0.23783,1,1,1,1,1,0.014925,0.009917,'Not Form'
0.435017,0.045455,2,0.090909,1,0.128037,0.02041,0.007678,'Not Form'
